CURRENT_MINE_NAME,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,latitude,longitude
Wingate Creek Mine,Mosaic Global Holdings,Mosaic Fertilizer LLC,27.4975,-82.124166
Mine No. 34,SunCoke Energy Incorporated,Dominion Coal Corporation,37.251389,-82.121389
No. 10,James H  Booth,"Apex Energy, Inc.",37.595556,-82.118056
No 009              ,James H  Booth,C W Augering Inc,37.424166,-82.116111
GRAY COURT QUARRY,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",34.631944,-82.113611
Maysville Materials LLC,Cris  Sidwell; George V  Thompson,Maysville Materials LLC,39.861111,-82.113333
Remining #3,Rhino Resource Partners LP,CAM Mining LLC,37.602778,-82.102778
Spruce Pine,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",35.970238,-82.099549
UNIMIN CORP-HEPHZIBAH,S C R-Sibelco Nv,Unimin Corp,33.314031,-82.096786
Paw Paw Mine,Metinvest B V,Banner Blue Coal Company,37.437778,-82.095556
Trace Fork Surface Mine,"Alpha Natural Resources, Inc.",Highland Mining Company,37.792778,-82.095556
Augusta Quarry,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc.",33.510667,-82.09518
St Catherine Mine,Cemex S A,Cemex Construction Materials Florida LLC,28.70123,-82.093924
S-10,Jeffery A  Hoops,"Revelation Energy, LLC",37.505277,-82.093888
Grapevine South Surface Mine,Rhino Resource Partners LP,CAM Mining LLC,37.565833,-82.090278
Starrette Trucking Co. Pit,Roger  Starrette,"Starrette Trucking Co., Inc.",33.452908,-82.088921
Red Fox,Charles B  Hall; Juda F  Hall,"H & D Coal Co., Inc.",37.031666,-82.086388
Ragland Loadout,Arch Coal Inc,Phoenix Coal-Mac Mining Inc,37.683889,-82.084722
St. Marys Sand,"Panadero Aggregates Holdings, LLC","Bluegrass Materials Company, LLC",30.601315,-82.084593
Tug Fork Preparation Plant,Rhino Resource Partners LP,CAM Mining LLC,37.572222,-82.0825
Holden No 22 Preparation Plant,Arch Coal Inc,Coal Mac Inc,37.758333,-82.081944
Alex Energy Loadout,"Alpha Natural Resources, Inc.",Highland Mining Company,37.805,-82.081389
SUMTERVILLE QUARRY,Darryl C  Lanker,Dixie Lime & Stone Company,28.755277,-82.073333
Coal-Mac Inc Holden #22 Surface,Arch Coal Inc,Phoenix Coal-Mac Mining Inc,37.702778,-82.072222
Valley Clay Mining Co.,Steve R  McCann,Valley Clay Mining Co.,39.807222,-82.071389
Du Pont Florida Mine & Plant,EI DuPont De Nemours & Co Inc,E I Dupont De Nemours & Co Inc,29.938333,-82.069166
Job # 57,TECO Energy Inc,Premier Elkhorn Coal Company,37.025278,-82.064722
Hawkins Mine,S C R-Sibelco Nv,Unimin Corp,35.915401,-82.064561
Schoolhouse Quartz Plant,S C R-Sibelco Nv,Unimin Corporation,35.915401,-82.064561
Quartz / Feldspar Operation,S C R-Sibelco Nv,Unimin Corp,35.915401,-82.064561
K-T Feldspar Plant and Mine,Imerys S A; Norsk Mineral AS,The Quartz Corp USA,35.915401,-82.064561
Inman Stone Company,Whit  Kennedy,Inman Stone Company Inc,35.07193,-82.062744
Buckingham  Mine #6,James F  Graham,Buckingham Coal Company,39.606111,-82.0625
Spruce Pine,USG Corporation,United States Gypsum Company,35.906264,-82.061637
Unimin Crystal ,S C R-Sibelco Nv,Unimin Corp,35.896396,-82.060641
Buckingham Mine No 7,James F  Graham,Buckingham Coal Company,39.575,-82.058333
Central Shop,SunCoke Energy Incorporated,Dominion Coal Corporation,37.235278,-82.055556
Laurel Branch Surface,TECO Energy Inc,Clintwood Elkhorn Mining Inc,37.405833,-82.054167
SUMTERVILLE MINE,Darryl C  Lanker,"Bedrock Resources, LLC",28.747777,-82.050277
Sumterville Cement Plant,CRH PLC; Natural Resources of Central Florida Inc,American Cement Company LLC,28.747777,-82.050277
Clintwood Elkhorn III,TECO Energy Inc,Clintwood Elkhorn Mining Company Inc,37.440278,-82.048611
Persimmon #1,TECO Energy Inc,Clintwood Elkhorn Mining,37.515,-82.048333
Norman Mine,Michael E  Waycaster,"Western Carolina Stone Center & Supply, Inc",35.733926,-82.048137
No 1 Loading Dock,"Alpha Natural Resources, Inc.","Twin Star Mining, Inc.",37.470833,-82.041667
Heavy Equipment Shop,SunCoke Energy Incorporated,Jewell Smokeless Coal Corporation,37.235,-82.040833
Blue Ridge Mine/Hicks Chapel,Merle D  Andrews,"Blue Ridge Quarries, Inc",35.791944,-82.037778
Dove Gray Quarry,Merle D  Andrews,Blue Ridge Quarries Inc,35.791959,-82.037631
Woodlawn Quarry,C E  Boone,Explosives Supply Company Inc,35.7873,-82.036204
Coronet Jewell Prep Plant #2,SunCoke Energy Incorporated,Jewell Smokeless Coal Corp,37.245833,-82.025
S-1 Hunts Branch,Jeffery A  Hoops,Revelation Energy LLC,37.243611,-82.023611
Louis Lowe Surface Mine,Omega Holdings LLC,"Omega Surface Mining, LLC",37.102778,-82.016944
Patterson Quarry & Mill,Clarence  Patterson,Patterson Excavating Inc,37.758888,-82.013333
Plant #1,Imerys S A; Norsk Mineral AS,The Quartz Corp USA,35.891666,-82.012777
Wiseman Sullins/Chalk,Imerys S A; Norsk Mineral AS,The Quartz Corp USA,35.891799,-82.012645
Bradshaw Mine,Fredrick E  Bradshaw; Irene  Bradshaw,Arkansas Gravel Co Inc,39.364444,-82.007222
Center Hill Mine,Cemex S A,Cemex Construction Materials Florida LLC,28.649939,-82.006939
No. 2,Daniel Ray  Tucker; Henry  Cantrell,"D&H Mining, Inc.",37.349167,-82.002222
Mine No 1,Dennis  Johnson,"Appalachian Mining and Reclamation, LLC",37.914722,-82.001944
Miller Creek Quarry And Mill,Franklin A  Thompson,Thompson Contractors Inc,35.344529,-81.997111
Buchanan Mine #1,CONSOL Energy Inc,CONSOL Buchanan Mining Company LLC,37.161389,-81.986944
Friendsville Sand LP,Richard L  Rothel,Friendsville Sand LP,41.016944,-81.986666
NO 1 MINE,Kevin  Washburn,Appalachian Stone Company,35.636743,-81.986106
KCC 4 Corners Wash Plant,Joseph  Williams,Kimmins Contracting,27.786666,-81.985555
H&B Mine,Benjy D  Boyd; Ralph D  Boyd,"H&B Stone, LLC",35.593941,-81.983659
CCR Sand & Gravel LLC,Ronald M  Condren; Craig L  Franks,CCR Sand & Gravel LLC,41.013055,-81.983611
Mid-Coast Aggregates LLC-Mazak Mine,McDonald Investment Company Inc,MID Coast Aggregates LLC,28.592222,-81.983333
ABINGDON QUARRY,Aggregates USA Holdings LLC,Aggregates USA LLC,36.695277,-81.982777
Marion Pit,Gregory  Johnson,Johnson Paving Company Inc,35.578413,-81.979183
Superior Surface Mine,"Alpha Natural Resources, Inc.",Highland Mining Company,37.728611,-81.977222
Buffalo Highwall,Omega Holdings LLC,"Omega Highwall Mining II, LLC",37.081944,-81.976667
Maple Surface,Omega Holdings LLC,"Omega Surface Mining, LLC",37.081944,-81.976667
3 Pole,Metinvest B V,Surface Minerals Company,37.329444,-81.976389
Four Corners,Mosaic Global Holdings,"Mosaic Fertilizer, LLC",27.763055,-81.971666
Goldhead Sand Plant,Vulcan Materials Company,Florida Rock Industries Inc,29.826944,-81.968888
Enoree Operations,Derek J  Cusack,Specialty Vermiculite Corporation,34.649722,-81.963888
AUGUSTA MINES,Boral Limited,Boral Bricks Inc,33.456388,-81.960555
SOUTH MCDOWELL QUARRY,Jeffrey  Goodman,Cumberland Sand and Gravel,35.633532,-81.959406
No. 8,RWE Trading Americas Inc; JMP Coal Holdings LLC,RockhouseCreekDevelopmentLLC,37.644722,-81.957778
WV-3 Surface Mine,James C  Justice II,Kentucky Fuel Corporation,37.758333,-81.956389
Mingo No 1,RWE Trading Americas Inc; JMP Coal Holdings LLC,Hampden Coal Company LLC,37.648056,-81.95
South Pasture Mine,Mosaic Global Holdings,"Mosaic Fertilizer, LLC",27.644722,-81.948611
Butler Stone,Joe  Eastridge,Butler Stone,36.384166,-81.948055
Mingo No 2,RWE Trading Americas Inc; JMP Coal Holdings LLC,Hampden Coal Company LLC,37.6525,-81.947778
No 1 Load-Out,James River Coal Company,Hampden Coal LLC-DBA: SnapCreekMiningLLC,37.759722,-81.940833
"Edgar Minerals, Inc.",Lemuel B  Carnes III,"Edgar Minerals, Inc.",29.594166,-81.937777
S & S Aggregate ,Shelly & Sands Inc,S & S Aggregate,39.873333,-81.936944
Wooster Plant,Olen Corporation,The Olen Corporation,40.805,-81.935277
N Augusta,F Browne  Gregg,South Carolina Minerals Inc.,33.493056,-81.933611
Holmes Supply Millersburg Site,Steve  Schlabach,Holmes Supply Millersburg Site,40.523611,-81.932222
Swords Creek Plant ,Otey C  Dudley,E Dillon & Company,37.086666,-81.931666
Southwest Aggregates,Richard  Neslund,Southwest Aggregates,26.771111,-81.928888
Grandin Sand Plant,Vulcan Materials Company,Florida Rock Industries Inc,29.727222,-81.921111
Holmes Supply 1,Steve  Schlabach,Holmes Supply Corp.,40.619117,-81.918542
"Holmes Redimix, Inc",Steve  Schlabach,"Holmes Redimix, Inc.",40.554444,-81.918055
Keuka Sand Plant,Vulcan Materials Company,Florida Rock Industries Inc,29.617222,-81.913055
Hernshaw Mine,"Alpha Natural Resources, Inc.",Aracoma Coal Company Inc,37.820278,-81.908889
Evans Sand,Tommy  Strickland,Evans Concrete LLC,32.161581,-81.904005
Reylas Surface Mine,"Alpha Natural Resources, Inc.",Highland Mining Company,37.841389,-81.903333
Lynne Mine,Lemuel B  Carnes III,Standard Sand & Silica Company,29.205278,-81.900278
No. 2,RWE Trading Americas Inc; JMP Coal Holdings LLC,Rockhouse Creek Development LLC,37.731944,-81.899722
Aracoma Alma Mine #1,"Alpha Natural Resources, Inc.",Aracoma Coal Company Inc,37.815556,-81.898056
Cedar Grove #2 Mine,"Alpha Natural Resources, Inc.",Aracoma Coal Company,37.816389,-81.895
Coal Creek Prep Plant,"Alpha Natural Resources, Inc.",Knox Creek Coal Corporation,37.116389,-81.883056
Lower War Eagle Mine,"Alpha Natural Resources, Inc.","Brooks Run South Mining, LLC",37.501667,-81.871111
Feikert Sand & Gravel Inc,Lynn O  Feikert,Feikert Sand & Gravel Inc,40.676726,-81.870417
"Vanderbilt Minerals, LLC-Dixie Clay Div.",R T Vanderbilt Company Inc,"Vanderbilt Minerals, LLC-Dixie Clay Div.",33.490555,-81.865
Weirsdale Sand Plant,Vulcan Materials Company,Florida Rock Industries Inc,28.980277,-81.86
Tiller No 1,"Alpha Natural Resources, Inc.",Knox Creek Coal Corporation,37.142778,-81.856389
Mine No. 36,SunCoke Energy Incorporated,Dominion Coal Corporation,37.258889,-81.855
Hobet 21 Surface Mine,Patriot Coal Corporation,Hobet Mining LLC,38.111111,-81.854722
Beth Station No 79 Prep Plant,Patriot Coal Corporation,Hobet Mining LLC,38.111111,-81.854167
Mine No. 30,SunCoke Energy Incorporated,Dominion Coal Corporation,37.276111,-81.853056
Horse Creek No 1,"Alpha Natural Resources, Inc.","Brooks Run South Mining, LLC",37.447778,-81.851389
Samples Mine Highwall Miner,Patriot Coal Corporation,Catenary Coal Company LLC,37.815,-81.850833
Holmes Clay Division,John E  Ling,L & M Mineral Company,40.599389,-81.849775
Litwar Preparation Plant,"Alpha Natural Resources, Inc.","Litwar Processing Company, LLC",37.495556,-81.843889
Long Flame No. 3,Andrew B  Jordan,Long Flame Coal Corp,38.281944,-81.841667
K-T Clay Company,Imerys S A,Kentucky-Tennessee Clay Company,33.498056,-81.840556
Eagle Creek No 5 Mine,John M  Potter; Thomas A  Potter,Eagle Creek Mining LLC,37.918333,-81.838611
Fork Creek Prep Plant,James O  Bunn; Franklin D  Robertson,Coal River Processing LLC,38.230556,-81.837222
Meridian #2,Cecil T  Brinager,Calico Coal Inc,37.252778,-81.836111
Dominion No 7,SunCoke Energy Incorporated,Dominion Coal Corporation,37.253333,-81.835
Hill Creek Surface,Omega Holdings LLC,"Omega Surface Mining,LLC",37.140278,-81.833056
Hill Creek Highwall,Omega Holdings LLC,"Omega Highwall Mining, LLC",37.139167,-81.833056
REISS VIKING DIV OF C REISS COAL,Koch Industries Inc,Reiss Viking Div of C Reiss Coal,38.493611,-81.833055
Mine No. 6,Billy R  Daugherty,"Darty Leasing, Inc.",37.460833,-81.830556
No. 17,James L  Bevins,Fool's Gold Energy Corporation        ,37.475556,-81.824722
Fanco,Patriot Coal Corporation,Apogee Coal Company LLC,37.778056,-81.816667
Henrietta Quarry,Rogers Group Inc,Rogers Group Inc,35.239722,-81.813611
Apple Grove,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc.",38.952911,-81.81327
Bull Creek Prep & Refuse Disp Facility,Xinergy Ltd,"Raven Crest Contracting, LLC",38.201944,-81.807778
POLK SAND PLANT,Vulcan Materials Company,"Vulcan Construction Materials, LP",28.302777,-81.805555
No. 2 Auger,William A  Stephens,Augustus Augering and Contracting Inc,37.812778,-81.803056
Surface No 1,Rhonda D  Marcum,"Stollings Trucking Co., Inc.",37.812778,-81.803056
Cardinal Preparation Plant,Arch Coal Inc,Mingo Logan Coal Company,37.911667,-81.798889
Mountaineer II Mine,Arch Coal Inc,Mingo Logan Coal Company,37.911944,-81.798611
Spruce No. 1 Mine,John M  Potter; Thomas A  Potter,Eagle Creek Mining LLC,37.911944,-81.798611
Tazewell County Quarry,Rogers Group Inc,Rogers Group Inc.,37.031111,-81.794444
Daniel Hollow ,Arch Coal Inc,Mingo Logan Coal Company,37.913056,-81.794167
Odessa,Roland C  Whitney,Carl Whitney Sand & Gravel Inc,31.537222,-81.786667
Mine No. 4,Perry Allen  Whited,"SANW, Inc.",37.238889,-81.783889
PACOLET QUARRY,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",34.906944,-81.783888
Glade Stone Plant,CRH PLC,"Mountain Materials, Inc.",36.749722,-81.783888
Guyan,Patriot Coal Corporation,Apogee Coal Company LLC,37.8125,-81.776389
Jayrock,Geraldine A  Weber,"Weber South FL, LLC",26.798977,-81.775464
"Maymead Materials, Inc.",Barton K  Mount,"Maymead Materials, Inc",36.426666,-81.773888
Portland Plant,CRH PLC,Shelly Materials Inc,39.013055,-81.771111
Barclay Hall Ranch,Troy  McDonald,T & M Mining LLC,26.945833,-81.769166
Mine No 6,James O  Bunn; Franklin D  Robertson,Coal River Mining LLC,38.160556,-81.7625
Watermelon Pit,Gavin  Sword; Lovina  Lehr,BDC Mining LLC,27.010556,-81.760278
BABCOCK MINE,Babcock Florida Company,Earth Source Inc,26.991684,-81.757657
474 Sand Mine,Cemex S A,Cemex Construction Materials Florida LLC,28.375833,-81.757222
South Fort Meade Mine,Mosaic Global Holdings,Mosaic Fertilizer LLC,27.647777,-81.756388
Highlands County Shell Pit,Highland County-Fl,Highlands County Board Of County Commissioners,26.974166,-81.754722
ALICO ROAD QUARRY,Cemex S A,CEMEX Construction Materials Of Florida LLC,26.493055,-81.750833
Reedsville Pit,Penny M  Preston,Jaymar Inc.,39.122777,-81.747222
UNION SAND MINE,Cemex S A,Cemex Construction Materials Florida LLC,31.707992,-81.742336
Mine No. 2,Darvin  Rowe,"Resurrection Coal Company, Inc.",37.375278,-81.741667
Astatula Sand Plant,Vulcan Materials Company,Florida Rock Industries Inc,28.7025,-81.733055
"Bonita Grande Properties, L.P.",SNSPF Interim Participation BV,"Bonita Grande Properties, L.P.",26.375555,-81.730833
Young's Sand & Gravel Inc.,Myron  Oswalt,Young's Sand & Gravel Co,40.543916,-81.730744
Lower War Eagle,Cliffs Natural Resources Inc,"Cliffs Logan County Coal, LLC",37.734444,-81.727222
Toney Fork Surface Mine,Cliffs Natural Resources Inc,"Cliffs Logan County Coal, LLC",37.812778,-81.724167
Fort Myers Mine,Vulcan Materials Company,Florida Rock Industries Inc,26.49,-81.717222
Green Bay Mine,E R Jahna  Industries Inc,E R Jahna Industries Inc,28.31,-81.714722
Infinity Lake LLC,Gravitas LLC,"Big Island Excavating, Inc.",26.945556,-81.711111
Cargill Deicing Technology-Cleveland Mn,Cargill Inc,Cargill Deicing Technology,41.498333,-81.710556
Youngquist Brothers Rock Inc.,Harvey  Youngquist; Tim G  Youngquist,Youngquist Brothers Rock Inc.,26.474506,-81.709603
Sewell Mine R,Edward A  Asbury,"Raw Coal Mining Company, Inc.",37.325,-81.7075
No. 26 Strip,William D  Humphreys,Humphreys Enterprises Inc,36.935278,-81.705
Mazzella Quarry And Plant,Joe L  Mazzella,Mazzella Quarries Inc,38.339444,-81.704166
National Kaolin Products,W R Grace & Company,W R Grace & Company-Conn,33.592465,-81.703026
Active Minerals Kaolin Divison,Active Minerals Inc,Active Minerals International LLC,33.623888,-81.700555
Independent Mine ,E R Jahna  Industries Inc,E R Jahna Industries Inc,28.516185,-81.700406
Black Castle Mining Co.,"Alpha Natural Resources, Inc.","Black Castle Mining Company, Inc.",38.054167,-81.7
Pounding Mill Plant ,William C Hunter; C Mike  Hunter Jr,Pounding Mill Quarry Corp,37.0825,-81.698888
Boone North No. 2 Surface Mine,Xinergy Ltd,"Raven Crest Contracting, LLC",38.161944,-81.696111
Covington Coal Company #1 Mine,Peter K  Moran,Covington Coal Company LLC,38.199167,-81.693889
Elk Lick Tipple,Cliffs Natural Resources Inc,"Cliffs Logan County Coal, LLC",37.802778,-81.692778
Homer III Processing,"Alpha Natural Resources, Inc.","Black Castle Mining Company, Inc.",38.114722,-81.692778
Redhawk #6 ,Thomas A  Potter; John M  Potter,Redhawk Mining LLC,37.405278,-81.688611
Mine No 3,Brandon  Nguyen; Michael  Turner,Ambush Mining Inc,37.334722,-81.687778
Callisto Mine,Patriot Coal Corporation,"Thunderhill Coal, LLC",37.939722,-81.6875
Center Sand Company,Titan Cement Company S A,Titan Florida LLC,28.503611,-81.686944
WILLOW RUN QUARRY,Joseph D  Bonness III,"Better Roads, Inc.",26.121944,-81.686944
Boone Quarry ,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",36.204249,-81.686942
Wells Preparation Plant,Patriot Coal Corporation,Eastern Associated Coal LLC,37.918056,-81.680833
Gator Sand Mine,Cemex S A,Cemex Construction Materials Florida LLC,28.256388,-81.680277
Caretta #3 Mine,Robert  Stinson,RS Mining Inc,37.323611,-81.68
Brody Mine No 1,Patriot Coal Corporation,Brody Mining LLC,37.918333,-81.679444
Campbells Creek No. 10 Mine,Patriot Coal Corporation,"Gateway Eagle Coal Company, LLC",37.904444,-81.676944
Shade Mine,Ted S  Smith,Piedmont Mining,33.648333,-81.675277
Powellton #1 Mine,Cliffs Natural Resources Inc,"Cliffs Logan County Coal, LLC",37.799722,-81.675
Cumberland Limestone LLC,Cris  Sidwell,Cumberland Limestone LLC,39.877222,-81.674722
Carolina Sand Inc Burke County Sand Pit,Wayne  Cassavaugh,Carolina Sand Inc,35.780277,-81.669722
Rice #7 (Strip),Charles C  Ungurean,Oxford Mining Co LLC,40.251389,-81.667222
Saunders Preparation Plant,Cliffs Natural Resources Inc,"Cliffs Logan County Coal, LLC",37.796111,-81.666667
Surface Mine No. 7,Tommy  Grant,"West Fork Coal, LLC",37.950833,-81.664444
Highwall Miner  #20,Daniel W  Bunn,"Dalton Enterprise, Inc",37.950833,-81.664444
Morganton,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",35.769722,-81.66
Big Creek Washer,Edward A  Asbury,Baystar Coal Company Inc,37.299444,-81.648056
Sugarcreek Operations,William H  Belden,The Belden Brick Company,40.508611,-81.646944
Razor Lake,Terry L  Jurin,"Razor Lake Sand & Gravel, LLC",40.267777,-81.641944
Bamboo Road Quarry,Raymond S  Cecile,"Radford Quarries of Boone, Inc.",36.215147,-81.638079
Mountain Fork No 2,Edward A  Asbury,C & A Coal Company ,37.323611,-81.635833
Rocklick Preparation Plant,Patriot Coal Corporation,Eastern Associated Coal LLC,37.841389,-81.630556
Newhall Surface Mine No. 2,Thomas D  Little Jr,Little Seam Mining Co.,37.288611,-81.625833
Sewell Mine B,Edward A  Asbury,"Raw Coal Mining Company, Inc.",37.506111,-81.623611
Haydite Mine,Vic  DiGeronimo Jr,DiGeronimo Aggregates LLC,41.381111,-81.623055
Broad River Mine,Ford H  Glenn,Glenn Forest Products Inc,35.185539,-81.622292
Golden Gate Quarry,CRH PLC,Conrad Yelvington Distributors,26.213611,-81.616666
Wyoming No 2,"Alpha Natural Resources, Inc.","Brooks Run South Mining, LLC",37.6025,-81.609722
S11 Keystone Surface Mine,Jeffery A  Hoops,"Revelation Energy, LLC",38.248889,-81.595833
Administrative Services Auger #2,Earl Austin  Scholl,Administrative Services Inc,38.248889,-81.595833
Administrative Services Auger #3,Earl Austin  Scholl,Administrative Services Inc,38.248889,-81.595833
BIE@846,James  Ivey Jr; William  McDaniel Jr,Big Island Excavating Inc.,26.283056,-81.595
SILICA PLANT,Lemuel B  Carnes III,Standard Sand & Silica Company,28.186667,-81.5925
Harris Preparation Plant,Patriot Coal Corporation,Eastern Associated Coal LLC,37.8,-81.591667
Gateway Eagle Mine,Patriot Coal Corporation,"Gateway Eagle Coal Company, LLC",37.793611,-81.591667
FLINT PLANT,Lemuel B  Carnes III,Standard Sand & Silica Company,28.196944,-81.586389
Soehnlen Brothers Sand & Gravel Inc,Francis  Soehnlen,Soehnlen Brothers Sand & Gravel Inc,40.633611,-81.585833
Peerless Rachel Mine,Patriot Coal Corporation,"Emerald Processing, LLC.",38.126944,-81.578333
Haines City Mine,E R Jahna  Industries Inc,E R Jahna Industries Inc,28.077777,-81.577777
Chess Processing,"Alpha Natural Resources, Inc.",Elk Run Coal Company Inc,38.008056,-81.571667
Road Fork #51 Mine,"Alpha Natural Resources, Inc.",Spartan Mining Company,37.575556,-81.569167
Sharon Stone Company,John P  McCort,Sharon Stone Company,39.747777,-81.569166
Kepler No. 1 Prep Plant,"Alpha Natural Resources, Inc.",Kepler Processing Company LLC,37.576389,-81.568889
Hinesville Mine,Justin  Osteen,Georgia Sand,31.86622,-81.568842
Black Oak Mine,Patriot Coal Corporation,Eastern Associated Coal LLC,37.810833,-81.566667
Mine No. 35,ArcelorMittal,"XMV, Inc.",37.303056,-81.563889
Tuscarawas Strip,Charles C  Ungurean,Oxford Mining Co.LLC,40.401944,-81.563056
Lawndale Sand LLC Mine,Leonard  Fletcher; Ray  Spangler,Lawndale Sand LLC,35.394166,-81.561944
Eagle Mine,Patriot Coal Corporation,"Emerald Processing, LLC.",38.154167,-81.559722
CALDWELL QUARRY,Martin Marietta Materials Inc,Martin Marietta Materials Inc,35.879444,-81.556111
Skyway III Mine,Edward A  Asbury,"Skyway Strip, Inc.",37.408611,-81.555
Roundbottom Powellton Deep Mine,"Alpha Natural Resources, Inc.",Elk Run Coal Company,38.008333,-81.552222
No 2 Mine,Edward A  Asbury,Sally Ann Coal Company Inc,37.409167,-81.546667
Quarry No 2,Gregory  Licata,"GMAX Quarry, Inc.",37.325278,-81.542778
King Quarries Incorporated,Mary  King,King Quarries Inc,39.703333,-81.540555
Bishop Impoundment Area,James C  Justice II,"Chestnut Land Holdings, LLC",37.245278,-81.540278
Superior Cleaning Plant,Edward A  Asbury,"Superior Processing, Inc.",37.4225,-81.539722
Massillon Materials - Warmington Plant,Howard J  Wenger,"Massillon Materials, Inc.",40.752222,-81.531388
Edwight Surface Mine,"Alpha Natural Resources, Inc.",Alex Energy Inc,37.858056,-81.529167
Oster Sand & Gravel-Massillon Plant,Oster Enterprises Inc,Oster Sand & Gravel,40.819722,-81.529166
American S & G-High Mill Plant #6,Kenmore Construction Company Inc,American Sand & Gravel-Div of Kenmore Const Co Inc,40.873611,-81.528889
American S & G - Plt #4 Crystal Springs,Kenmore Construction Company Inc,American Sand & Gravel Div/Kenmore Const Co Inc,40.843611,-81.528611
"Kimble Clay, Limestone Quarry and Mill",Keith B  Kimble,Kimble Clay & Limestone,40.505833,-81.527777
Big Horse Aggregates,Michel  Moukhtara,A A Moukhtara Construction LLC,29.685278,-81.526389
Wildcat Surface Mine,Douglas M  Epling; Debra  Epling,"Hanover Resources, LLC",38.101111,-81.526111
No. 8 Loadout,ArcelorMittal,"XMV, Inc.",37.354444,-81.525
East Coast Aggregates LLC,McDonald Investment Company Inc,East Coast Aggregates LLC,29.710833,-81.524444
Blacksburg Quarry,Colas S A,"Sloan Construction, a div of Reeves Construction",35.136666,-81.521111
Goals Preparation Plant,"Alpha Natural Resources, Inc.",Goals Coal Company,37.876944,-81.520278
Allied Corporation Inc,CRH PLC,Allied Corporation Inc,40.758889,-81.516111
Massillon Materials II,Howard J  Wenger,Massillon Materials Inc.,40.760833,-81.516111
Blacksburg Plt,Gary K  Thomas,"Thomas Sand Company, Inc.",35.121241,-81.515925
Marfork Processing,"Alpha Natural Resources, Inc.",Marfork Coal Company Inc,37.945556,-81.515278
Diamond Sand Plant,Vulcan Materials Company,Florida Rock Industries Inc,27.896944,-81.510555
Bottom Creek Refuse Reprocessing Site   ,Gene  Ricciardi; Joel  Cornfield,"West Virginia Coal Reclamation Company, LLC",37.425556,-81.506667
Lake Wales Dry Plant,Lemuel B  Carnes III,Standard Sand & Silica Company,27.901389,-81.506111
Lake Wales Sand Mine,Cemex S A,Cemex Construction Materials Florida LLC,27.901388,-81.506111
South Hollow Plant-Emerald Processing,Patriot Coal Corporation,Emerald Processing LLC,38.131111,-81.501944
Quincy Dock,SunCoke Energy Incorporated,Kanawha River Terminals LLC,38.199722,-81.501111
Marmet Dock,"Alpha Natural Resources, Inc.",Alex Energy Inc.,38.199722,-81.501111
Pinnacle Preparation Plant,Cliffs Natural Resources Inc,Pinnacle Mining Company LLC,37.545833,-81.5
Seng Creek Powellton,"Alpha Natural Resources, Inc.",Elk Run Coal Company Inc,37.996667,-81.498056
Virginia Point No. 1 Surface Mine,ArcelorMittal,"Extra Energy, Inc.",37.248333,-81.497222
Low Gap Surface Mine,ArcelorMittal,"Extra Energy, Inc.",37.273889,-81.495556
Brushy Eagle,"Alpha Natural Resources, Inc.",Marfork Coal Company Inc,37.926944,-81.492222
Hunter Peerless Mine,"Alpha Natural Resources, Inc.",Elk Run Coal Company,38.001111,-81.492222
Brunswick Plant,S & B Industrial Minerals S A; S & B Industrial Minerals S A,S & B Industrial Minerals N A Inc,31.149722,-81.491666
Eagle 3,Patriot Coal Corporation; Rhino Resource Partners LP,Rhino Eastern LLC,37.773611,-81.491389
Smethport Quarry,Doug  Dalton,Cardinal Quarries LLC,36.438333,-81.491111
Slaughter Creek Prep Plant,Douglas M  Epling; Debra  Epling,Hanover Resources LLC,38.181944,-81.490833
Tusky,J Clifford  Forrest III,Rosebud Mining Company,40.323889,-81.490556
Tusky Prep,J Clifford  Forrest III,Rosebud Mining Company,40.323889,-81.490556
Highwall Miner #1,ArcelorMittal,Twin State Mining Inc,37.263056,-81.485
Askew,Stephen C  Langford,McIntyre Sand Company Inc,34.799722,-81.484166
StarRidge Preparation Plant,Robert E  Murray,Ohio American Energy Incorporated,40.168056,-81.483611
Pinnacle Mine,Cliffs Natural Resources Inc,Pinnacle Mining Company LLC,37.547222,-81.483056
Eckman Surface Mine,ArcelorMittal,"Extra Energy, Inc.",37.387222,-81.483056
Roadfork Loadout,ArcelorMittal,Prime Processing Inc,37.270278,-81.482778
"Savannah Sand Company, Inc.",E R Jahna  Industries Inc,"Savannah Sand Company, Inc.",31.873333,-81.481944
Lenoir,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",35.944444,-81.479166
Little Creek Dock,Patriot Coal Corporation,Little Creek LLC,38.2,-81.476667
Samples Mine,Patriot Coal Corporation,Catenary Coal Company LLC,38.058889,-81.475
Kimble #1,Keith B  Kimble,Kimble Clay & Limestone,40.520556,-81.474167
American Eagle Mine,Patriot Coal Corporation,"Speed Mining, LLC",38.164167,-81.473611
Campbells Creek Surface Facilities,Patriot Coal Corporation,Midland Trail Energy LLC,38.307222,-81.470833
