CURRENT_MINE_NAME,CURRENT_MINE_STATUS,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,PRIMARY_SIC,latitude,longitude
Killen Mine,Abandoned,"Alpha Natural Resources, Inc.","AMFIRE Mining Company, LLC",Coal (Bituminous),40.391666,-79.127222
No. 2 Mine,Abandoned,Jody L  Ritchie,"Ritchie Trucking & Excavating, Inc.",Coal (Bituminous),39.731388,-79.127222
No 1 Strip,Abandoned,Kelley George W,Kelley Enterprises Inc,Coal (Bituminous),39.6725,-79.1264
Stuarts Draft,Active,Salem Stone Corp; Cliftondale Ready Mix LLC,South River Stone LLC,Construction Sand and Gravel,37.996944,-79.126111
Brenneman - Shoemaker,Abandoned,Bowers Homer C,Blaze Coal & Construction Inc,Coal (Bituminous),39.7789,-79.1256
Jeffrey Strip #2,Abandoned and Sealed,Andrew J  Sutika; William J  Thorp,Penn-Grampian Coal Company,Coal (Bituminous),41.125,-79.125
D B #1 Strip,Abandoned,Jolly Jessie J,North Cambria Fuel Company Inc,Coal (Bituminous),40.4514,-79.125
Ginniman #1 Mine,Abandoned,Ginniman Coal Company,Ginniman Coal Company,Coal (Bituminous),39.3744,-79.125
No 1 Strip,Temporarily Idled,Timothy  Schwinabart; Ted  Schwinabart,D & L Coal Company Inc,Coal (Bituminous),39.358333,-79.125
Job 122 Two Lick,Abandoned,"Alpha Natural Resources, Inc.","AMFIRE Mining Company, LLC",Coal (Bituminous),40.591666,-79.123888
Lowry Mine,Active,J Clifford  Forrest III,Rosebud Mining Company,Coal (Bituminous),40.571667,-79.123333
Florence No 1,Abandoned and Sealed,Rochester & Pittsburgh Coal Company,Florence Mining Company,Coal (Bituminous),40.3975,-79.1222
Fogle,Abandoned,Donald A  Soberdash,Soberdash Coal Company,Coal (Bituminous),39.9114,-79.1217
"Kinkead Aggregates, LLC",Active,Bryan  Force; Christopher J  Evans,"Kinkead Aggregates, LLC","Crushed, Broken Sandstone",40.538611,-79.121111
Westmoreland County Strips,Temporarily Idled,John M  Stilley,Amerikohl Mining Inc,Coal (Bituminous),40.422778,-79.117222
Coal Handlers Inc,Abandoned,Tim L Mills,Coal Handlers Inc,Coal (Bituminous),41.0028,-79.1167
Merrill Strip,Abandoned,Erickson Charles Jr,Redstone Mining Inc,Coal (Bituminous),39.866667,-79.116667
Jt #5 Mine,Abandoned and Sealed,Winner Brothers Coal Company Inc,Masteller Coal Company,Coal (Bituminous),39.509722,-79.115
Aulds Run No 2,Abandoned,NACCO Industries Inc,North American Coal Corp,Coal (Bituminous),40.5036,-79.1142
Central Preparation Plant,New Mine,Clifford C  Wise,General Trade Corporation,Coal (Bituminous),40.39,-79.113055
Lucerne  #1,Active,Christopher J  Evans,Britt Energies Inc,Coal (Bituminous),40.538055,-79.111666
Westmoreland Strip,Abandoned,Barbara M  Bearer,Howard Neal Coal Corporation,Coal (Bituminous),40.563888,-79.111111
Blackhawk Mine,Abandoned,Yeaney James A & Gary E,Pansy Hollow Contractor'S Inc,Coal (Bituminous),41.0419,-79.1106
Heshbon Mine,Abandoned and Sealed,Woods Ralph,Florence Mining Company,Coal (Bituminous),40.4583,-79.1103
Sredy Mine,Abandoned,Beener C E,C E Beener Coal Inc,Coal (Bituminous),39.9478,-79.1097
Brush Valley,Active,J Clifford  Forrest III,Rosebud Mining Company,Coal (Bituminous),40.530556,-79.108611
JoePa,Active,J Clifford  Forrest III,Rosebud Mining Company,Coal (Bituminous),39.854167,-79.108333
Hanover  ,Intermittent,Dan  Gernatt Jr,"Gernatt Asphalt Products, Inc.",Construction Sand and Gravel,42.561389,-79.107778
Florence Shop & Warehouse,Abandoned,Woods Ralph,Florence Mining Company,Coal (Bituminous),40.4058,-79.1067
Dupstadt,Abandoned,Angela  Svonavec,Heritage Coal & Natural Resources LLC,Coal (Bituminous),39.747222,-79.106667
Hillsborough Mine ,Active,John  Midea,Resco Products  Inc / Piedmont Minerals Div,Alumina,36.070193,-79.104722
Mottern Hollow,Abandoned,Kenneth  Morchesky,Laurel Land Development Inc,Coal (Bituminous),40.98,-79.1042
MONCURE QUARRY,Active,John R.  Bratton,Wake Stone Corp,"Crushed, Broken Granite",35.616111,-79.103888
Mckay Strip,Abandoned,Robert H  McKay,Mc Kay Coal Company Inc,Coal (Bituminous),40.933611,-79.101666
Hardrock Coal Co.,Temporarily Idled,Roger  Ohler,"Hardrock Coal Company, Inc.",Coal (Bituminous),39.766667,-79.1
Ringgold #2,Abandoned,Zapata Corp,Doverspike Brothers Coal Company,Coal (Bituminous),40.9364,-79.0997
Mauk Mine,Abandoned and Sealed,Stanford Energy,Doverspike Brothers Coal Company,Coal (Bituminous),41.030555,-79.098611
Coolspring Sand & Gravel,Intermittent,Donald F Mauthe,Coolspring Sand & Gravel Co Inc,"Sand, Industrial NEC",41.046944,-79.095
Pilltown Mine,Abandoned,Mowry W Thomas,American Development Company,Coal (Bituminous),39.9022,-79.095
Gnagey Strip #1,Abandoned,Gnagey Homer L,Triple G Coal Company Inc,Coal (Bituminous),39.8208,-79.0944
Hamilton,Active,David D  Osikowicz Jr,Original Fuels Inc,Dimension Sandstone,40.939722,-79.093611
Indiana County,Active,"Alpha Natural Resources, Inc.",AMFIRE Mining Company LLC,Coal (Bituminous),40.564722,-79.092777
#1 Strip,Abandoned,Moran James,Moran Coal Company Inc,Coal (Bituminous),39.458333,-79.0925
Neese (Surface),Abandoned,Neese Robert P-James & Kerry L Mears,Rayne Mining Company,Coal (Bituminous),40.7303,-79.0917
Wagner Strip,Abandoned,Robert D  Duppstadt,Duppstadt Coal,Coal (Bituminous),39.75,-79.091666
Stanton Strip,Abandoned,Baughman Ray M,R D Baughman Coal Co Inc,Coal (Bituminous),41.1836,-79.0908
Stanford Strip & Auger,Abandoned,Stanford Richard,Round Top Enterprises,Coal (Bituminous),41.0392,-79.0889
Crombie Strip,Abandoned,Coleman Ronald,Wingrove Mining Inc,Coal (Bituminous),40.0889,-79.0889
Tri-James Frewsburg Pit,Intermittent,Lewis A  James,"Tri-James Services, Inc.",Dimension Stone NEC,42.063333,-79.088333
Sarah,Temporarily Idled,Severstal Resources,"RoxCoal, Inc.",Coal (Bituminous),40.212777,-79.0875
Grove #1 Mine,Abandoned and Sealed,James T  Arnone,Lion Mining Company,Coal (Bituminous),40.195833,-79.0875
Jennifer Mine,Abandoned,Intercarbon Coal Co-Jennerstown Mining Inc,Lion Mining Company,Coal (Bituminous),40.195833,-79.0875
Romesburg Quarry,Active,Greg  Maust,Garrett Limestone Inc,"Crushed, Broken Limestone NEC",39.898056,-79.087222
Ondo Extension Mine,Active,"Alpha Natural Resources, Inc.",AMFIRE Mining Company LLC,Coal (Bituminous),40.560833,-79.085833
Augusta Plant ,Active,Vulcan Materials Company,"Vulcan Construction Materials, L.P.","Crushed, Broken Limestone NEC",38.215277,-79.085833
Floyd Mine Strip No 2,Abandoned,Floyd  Mottern,Floyd Mottern Coal Inc,Coal (Bituminous),41.0733,-79.0853
Foster Sand Plant,Abandoned,CRH PLC,"W-L Construction and Paving, Inc","Sand, Common",37.559166,-79.084166
Dora #6,Abandoned,Stanford Energy,Doverspike Brothers Coal Company,Coal (Bituminous),40.938611,-79.083611
Spout Spring Pit,Active,Vera W  Bradsher; Robert L  Bradsher,"R. L. Bradsher Contracting, Inc.","Sand, Industrial NEC",35.255427,-79.083381
Raymar #1,Abandoned,Raymond  Martin,Raymar Mining Company,Coal (Bituminous),40.533333,-79.083333
F F L Corp,Abandoned,Freed Clark,F F L Corp,Coal (Bituminous),40.533333,-79.083333
Quecreek #1 Mine,Active,Severstal Resources,"RoxCoal, Inc.",Coal (Bituminous),40.089444,-79.083333
Somerset County Strips,Temporarily Idled,John M  Stilley,Amerikohl Mining Inc,Coal (Bituminous),39.975,-79.083333
Pelesmitco No 1,Abandoned and Sealed,Robert E  Smith,Pelesmitco Inc,Coal (Bituminous),40.1944,-79.0833
Glessner Mine,Abandoned,Walker Guy,Walker Excavating,Coal (Bituminous),40.1944,-79.0833
Paradise Mine,Abandoned and Sealed,Robert E  Smith,Pelesmitco Inc,Coal (Bituminous),40.1944,-79.0833
P-2,Abandoned,Marmon Group Inc,Marmon Coal Company,Coal (Bituminous),40.1361,-79.0833
Florence Mine No 2,Abandoned,Woods Ralph,Florence Mining Company,Coal (Bituminous),40.3911,-79.0822
Brosious Mine,Active,Charles R  Sheesley Sr,Cookport Coal Company Inc,Coal (Bituminous),40.929167,-79.080556
Jefferson Strips,Abandoned and Sealed,Reddinger Terry,Mahoning Mining Inc,Coal (Bituminous),41.0758,-79.08
Hamilton Shop,NonProducing,"Alpha Natural Resources, Inc.",AMFIRE Mining Company LLC,Coal (Bituminous),40.920278,-79.079722
Godin Strip,Abandoned,David E  Godin,"Godin Mining, Inc.",Coal (Bituminous),40.008333,-79.078055
Godin Strips,Abandoned,Rob  Mears; Curt  Mears,Godin Brothers Inc,Coal (Bituminous),40.008333,-79.078055
Hampshire Preparation Facilities,Abandoned,Winner Brothers Coal Company Inc,Masteller Coal Company,Coal (Bituminous),39.4706,-79.0778
Moore Strip,Abandoned,Drummond Richard,Drummond Coal Company Inc,Coal (Bituminous),40.1139,-79.0747
Moore,Abandoned and Sealed,Cunningham Richard,Maranatha Coal Construction,Coal (Bituminous),40.1153,-79.0744
Cass #1 Mine,Active,JAZ Ventures LP,"LCT Energy, LP",Coal (Bituminous),39.853889,-79.074167
Marmon,Active,Robindale Energy Services Inc,"Robindale Energy Services, Inc.",Coal (Bituminous),40.141111,-79.072778
Nally Stripp,Abandoned,James T  Watson,Masteller Coal Company Inc,Coal (Bituminous),39.425,-79.0708
Somerset Mine 36,Abandoned,"Alpha Natural Resources, Inc.","AMFIRE Mining Company, LLC",Coal (Bituminous),40.112222,-79.070277
Tice Strip,Abandoned,Miller Edward & Allen,M & M Mining,Coal (Bituminous),39.7711,-79.07
Miller Mine,Abandoned,Severstal Resources,RoxCoal Inc,Coal (Bituminous),40.102777,-79.069444
Ramseytown Mine,Abandoned and Sealed,Stanford Energy,Doverspike Brothers Coal Company,Coal (Bituminous),41.086388,-79.069166
Hampshire Hill Strip,Abandoned,Jody L  Ritchie,Duckworth Coal Inc,Coal (Bituminous),39.455555,-79.0675
Jt #4,Abandoned,Winner Brothers Coal Company Inc,Masteller Coal Company,Coal (Bituminous),39.455555,-79.0675
Walker #1 Strip,Abandoned,Walker Robert H,Walker Coal,Coal (Bituminous),39.8625,-79.0667
Sprankle Mills Job,Abandoned and Sealed,Harold P  Leasure,Van Leer Coal Company,Coal (Bituminous),41.033333,-79.066667
Acosta Mine,Temporarily Idled,Tammy L  Kijowski; Frank S  Schall,Falls Creek Energy Company Inc,Coal (Bituminous),40.1,-79.066111
Jt#2,Abandoned and Sealed,Winner Brothers Coal Company Inc,Masteller Coal Company,Coal (Bituminous),39.4664,-79.0658
Shaw,Active,J Clifford  Forrest III,Rosebud Mining Company,Coal (Bituminous),39.768611,-79.065556
Florence Preparation Plant,Abandoned,Woods Ralph,Florence Mining Company,Coal (Bituminous),40.3906,-79.0653
Beryl Tipple,Active,Timothy  Schwinabart; Ted  Schwinabart,Beryl Coal Company,Coal (Bituminous),39.478611,-79.065
Surface Operations,Abandoned,Marmon Group Inc,Marmon Coal Company,Coal (Bituminous),39.7492,-79.0639
Means #1,Abandoned,Miller Richard A & Thomas Thompson,Valier Mining,Coal (Bituminous),40.9375,-79.0625
Marion Center Mine No 1,Abandoned,Neal R Dean,Cloe Mining Company Inc,Coal (Bituminous),40.7633,-79.0625
Piedmont Mine,Abandoned,Jody L  Ritchie,Duckworth Coal Inc,Coal (Bituminous),39.455833,-79.061111
Wassel Mine,Abandoned,Wilhelm Gilbert,Wilhelm Coal Inc,Coal (Bituminous),39.4583,-79.0611
Big Dog Gravel Products,Intermittent,Jason S  Green; Jeffery A  Schulz,Big Dog Gravel Products,Construction Sand and Gravel,42.222778,-79.06
F & S Fuel,Abandoned,Freed Clark,F & S Fuel Company,Coal (Bituminous),40.9617,-79.0597
Crooked Creek #2 Mine,Abandoned and Sealed,Kerry L  Mears,Mears Enterprises Inc,Coal (Bituminous),40.7086,-79.0594
Dixon Run #3,Abandoned and Sealed,Stanford Energy,Stanford Mining Company,Coal (Bituminous),40.6197,-79.0589
Dixon Run No 6,Abandoned,Kerry L  Mears,Mears Enterprises Inc,Coal (Bituminous),40.6197,-79.0589
Conemaugh No 1,Abandoned and Sealed,NACCO Industries Inc,North American Coal Corp,Coal (Bituminous),40.3992,-79.0589
No. 1 Surface,Active,Jim  Clark,"Savage Mountain Minerals, Inc.",Coal (Bituminous),39.5,-79.058333
Jenners Inc,Abandoned and Sealed,Moore Lenora J,Jenners Inc,Coal (Bituminous),40.1083,-79.0583
Valley Strip,Abandoned,Lingenfelter John F,Spring Valley Coal Company Inc,Coal (Bituminous),40.9917,-79.0578
Wilson Creek Surface Mines,Active,Quintana Capital Group GP Ltd,Wilson Creek Energy LLC,Coal (Bituminous),40.117222,-79.056944
Franklin Hill #1,Abandoned,Westvaco Corp,Westvaco Resources Inc,Coal (Bituminous),39.4911,-79.0564
Ours Quarry,Intermittent,Fairfax Holding Company Inc,Fairfax Materials Inc,"Crushed, Broken Limestone NEC",39.091388,-79.056111
Wilson Creek HWM #1,NonProducing,Quintana Capital Group GP Ltd,"Wilson Creek Energy, LLC",Coal (Bituminous),40.116111,-79.055556
Tanoma,Abandoned and Sealed,American Metals & Coal International Inc,Tanoma Mining Company Inc,Coal (Bituminous),40.7225,-79.055
M Y,Abandoned,Stanford Energy,Stanford Mining Company,Coal (Bituminous),40.6339,-79.0536
Chestnut Ridge,Abandoned and Sealed,Stanford Energy,Stanford Mining Company,Coal (Bituminous),40.6192,-79.0533
Arm #1,Abandoned,Shawley Arthur E,Arm Coal Company Inc,Coal (Bituminous),40.9625,-79.0528
Mountaineer #1,Active,Robert George  Koval,Mountaineer Mining Corporation,Coal (Bituminous),40.194444,-79.052778
Mountain Mine #1,Abandoned and Sealed,Fetterolf Group Inc,Fetterolf Mining Sales Company,Coal (Bituminous),39.7633,-79.0494
Burkett Strip,Abandoned,Gary  Doverspike,Gary C Doverspike,Coal (Bituminous),40.9894,-79.0492
Boxley Aggregates-Piney River Plant,Active,Boxley Materials Co,Boxley Materials Company,"Crushed, Broken Stone NEC",37.700555,-79.049166
M E Mayse Coal Co,Abandoned,Mayse M E,M E Mayse Coal Company,Coal (Bituminous),40.2383,-79.0486
Tipple No.1,Active,Richard B  Moran,"Franklin Coal Yard, LLP",Coal (Bituminous),39.505833,-79.048055
Valier Coal Yard,Active,David D  Osikowicz Jr,Valier Coal Yard,Coal (Bituminous),40.907777,-79.0475
Cherry Hill #3,Abandoned,Peles Nestor,Pelbro Fuel Inc,Coal (Bituminous),40.615,-79.0472
Black Mt Mine,Abandoned and Sealed,Donald A  Soberdash,Black Mountain Mining Company,Coal (Bituminous),39.910555,-79.045833
Job #3,Active,George R  Beener,Tri-Star Mining Inc,Coal (Bituminous),39.545,-79.045278
Knoxdale Strip,Abandoned,Klapak Michael S,Ladon Coal Corp,Coal (Bituminous),41.1058,-79.0436
Hampshire #1,Abandoned,Marsh Clyde J,Marsh Coal Company,Coal (Bituminous),39.4961,-79.0433
Florence No 1 - Blacklick Portal,Abandoned and Sealed,Rochester & Pittsburgh Coal Company,Florence Mining Company,Coal (Bituminous),40.4733,-79.0431
Dias Mine,Abandoned and Sealed,NACCO Industries Inc,Florence Mining Company,Coal (Bituminous),40.4606,-79.0419
Stufft Mine,Abandoned,Stufft James W,Laura D Coal Inc,Coal (Bituminous),40.1417,-79.0417
Boxley Aggregates-Mt Athos Plant,Abandoned,Boxley Materials Co,Boxley Materials Company,"Crushed, Broken Limestone NEC",37.392777,-79.040277
Meyersdale Preparation Plant,Abandoned,Delta Industries Inc,Delta Coal Sales Inc,Coal (Bituminous),39.8328,-79.0394
Mast Strip,Abandoned,Moran Thomas L,Tom Moran Trucking & Coal Company,Coal (Bituminous),39.7669,-79.0394
Sugar Run,Abandoned,Bowers Fredalene D,Seward Land & Development Inc,Coal (Bituminous),40.3875,-79.0389
Geronimo,NonProducing,Severstal Resources,RoxCoal Inc,Coal (Bituminous),40.121111,-79.0375
Staunton Lime Company,Active,David D  Willis,Staunton Lime Company,"Crushed, Broken Limestone NEC",38.142777,-79.036666
Hollis Mine,Abandoned,Hollis James A,Black Diamond Coal Company,Coal (Bituminous),40.9708,-79.0364
Swisher Contracting #2,Abandoned,Leonard O  Swisher Jr,Swisher Contracting Inc,Coal (Bituminous),40.970833,-79.036388
Job #1,Abandoned,Hay Robert F,Robert F Hay Mining,Coal (Bituminous),39.7886,-79.0342
Moncure 1,Abandoned,Wienerberger AG,"General Shale Brick, Inc.",Common Clays NEC,35.573611,-79.033888
Rosebud Mine #1,Abandoned and Sealed,J Clifford  Forrest III,Rosebud Mining Company,Coal (Bituminous),41.016667,-79.033333
West Penn Tipple Co Inc,Abandoned,Schomaker Richard C,West Penn Tipple Company Inc,Coal (Bituminous),40.7611,-79.0333
Clark Coal #7,Abandoned,George R  Beener,Tri-Star Mining Inc,Coal (Bituminous),39.575,-79.0333
Gathers Strip,Abandoned,Gathers Connell R,Vista Mining Company,Coal (Bituminous),41.1281,-79.0331
Doug #5,Abandoned,Leasure Donald V Jr & Douglas,Doug Coal Company,Coal (Bituminous),41.1281,-79.0331
Wesott #2,Abandoned and Sealed,Gary F  Westrick,Wesott Inc,Coal (Bituminous),41.1281,-79.0331
Kennell Strip - Job #5,Abandoned,Fetterolf Donald L,Commonwealth Coals Inc,Coal (Bituminous),39.7833,-79.0328
Penn Hill,Abandoned and Sealed,Stanford Energy,Stanford Mining Company,Coal (Bituminous),40.6339,-79.0325
Dora #7 Mine,Abandoned and Sealed,Stanford Energy,Doverspike Brothers Coal Company,Coal (Bituminous),40.9775,-79.0322
Reynolds Siding,Abandoned,Primary Coal Inc,Evergreen Coal Inc,Coal (Bituminous),39.5083,-79.0319
No 1 Mine,Abandoned,Roger L  Brashear; Darlene  Brashear,Brashear Coal Mines,Coal (Bituminous),39.492777,-79.031666
Punxy #1,Abandoned,Shaffer G Robert,Punxy Contractors Inc,Coal (Bituminous),40.9889,-79.0306
Godin Mine,Abandoned,Rob  Mears; Curt  Mears,Godin Brothers Inc,Coal (Bituminous),40.1686,-79.0306
Taylor # 1,Active,Freddie A  Taylor,ARJ Construction Company Inc,Coal (Bituminous),39.521389,-79.030556
Acosta Mine III,Abandoned,Rob  Mears; Curt  Mears,Godin Bros Inc,Coal (Bituminous),40.168611,-79.030555
Barilar #1 Strip Mine,Abandoned,Neal R Dean,Cloe Mining Company Inc,Coal (Bituminous),40.9928,-79.0303
Pine Hill #2,Abandoned,Croner James E,Croner Inc,Coal (Bituminous),39.8292,-79.0297
Marsh #1(Doak),Abandoned,Ringgold Mines Inc,Markle Bullers Coal Company,Coal (Bituminous),40.9972,-79.0294
Jer - Jon Mine,Abandoned,Long Elton E,E & L Earthmovers Inc,Coal (Bituminous),40.9967,-79.0278
Boswell Refuse Pile,Abandoned,Caola Joseph R,J R Coal Sales Inc,Coal (Bituminous),40.1667,-79.0278
Boswell Pile,Abandoned,John M  Lee,Marquise Mining Corp,Coal (Bituminous),40.1667,-79.0278
Boswell Pile,Abandoned,Caola Joseph R,J R Coal Sales Inc,Coal (Bituminous),40.1667,-79.0278
ACRES SAND & STONE,Active,Charles W  Barger III,Acres Sand & Stone LLC,Construction Sand and Gravel,38.00372,-79.026501
D M Conner Sand Co,Active,D M  Conner,D M Conner Inc,Construction Sand and Gravel,38.003611,-79.026388
Genesis No. 17,Abandoned and Sealed,John P  Garcia,Genesis Inc,Coal (Bituminous),40.091388,-79.026111
Milliron Mine,Abandoned,Shaffer Jeffrey A,Shaffer Mining Corp,Coal (Bituminous),41.1833,-79.0261
Clutch Run Mine,Abandoned and Sealed,Stanford Energy,Doverspike Brothers Coal Company,Coal (Bituminous),40.0128,-79.0261
Knapp Mine,Abandoned,Tammy L  Kijowski; Frank S  Schall,Planet Mining Inc,Coal (Bituminous),41.0781,-79.0253
Manor #1,Abandoned,Global Energy,Old Home Manor Inc,Coal (Bituminous),40.7444,-79.0253
D & F Coal,Abandoned,Ratay Edward & Helen,D & F Coal,Coal (Bituminous),40.4083,-79.025
Lepley Mine Job #6,Abandoned,Stufft James W,Laura D Coal Inc,Coal (Bituminous),39.9111,-79.0244
Elsie Mine,Abandoned,Godin James E,Godin Coal Production,Coal (Bituminous),40.1342,-79.0236
Bedrock Enterprises Inc,Abandoned,Jeremy J  Preston,"Bedrock Enterprises, Inc",Dimension Sandstone,39.622222,-79.022778
B & B #1,Abandoned,Bankosky Charles Jr,B & B Mining Inc,Coal (Bituminous),41.1194,-79.0222
Doug #2,Abandoned,Leasure Donald V Jr & Douglas,Doug Coal Company,Coal (Bituminous),40.7542,-79.0206
Appomattox Lime Company,Active,David D  Willis,Appomattox Lime Company,"Crushed, Broken Limestone NEC",37.391666,-79.019722
J & R Energies Company Inc,Abandoned,George John J,J & R Energies Company Inc,Coal (Bituminous),40.7864,-79.0194
Long Strip,Abandoned,Potochar Joseph H,Potochar & Potochar Coal Company,Coal (Bituminous),40.1833,-79.0194
HUIE PIT,Temporarily Idled,Dale  Rose; Dean  Rose,Carl Rose & Sons Inc,"Sand, Common",35.759444,-79.019166
MEHERRIN MINE,Intermittent,John  Glover,Glover Materials Inc,Construction Sand and Gravel,35.759444,-79.019166
Dilltown Preparation Facility,Abandoned,Custom Coals Penna; Custom Coals Holdings,Custom Coals-Dilltown,Coal (Bituminous),40.494444,-79.018611
Thomas Mine (Tedjeske-Pit),Abandoned,Berkebile Todd J,Onyx Corp,Coal (Bituminous),39.8394,-79.0183
Walker Strip,Abandoned,Sanner Woodrow,Woodrow Sanner,Coal (Bituminous),39.8394,-79.0183
Kaltenbaugh Job,New Mine,Severstal Resources,"Elk Lick Energy, Inc.",,40.126201,-79.017716
Mack Mine,Abandoned,Hulings Raymond L,Energy Supply Inc/Donray Industries Inc,Coal (Bituminous),40.516667,-79.016667
Materials Transportation Associates,Abandoned,Flocos Ted & Curt Stauffer,Materials Transportation Associates,Coal (Bituminous),39.8981,-79.0161
Rochester Mills Strip Mine,Temporarily Idled,Thomas H  Loughry; John W  Loughry,T L H Coal Co.,Coal (Bituminous),40.765833,-79.012778
Robindale Energy - Armagh,Temporarily Idled,Robindale Energy Services Inc,Robindale Energy Services,Coal (Bituminous),40.422778,-79.0125
Prep Plant No 1,Abandoned,Godin James E,Godin Coal Production Leasing,Coal (Bituminous),40.1367,-79.0106
#1 Strip,Active,David  Rayner,"Pine Mountain Coal Company, Inc.",Coal (Bituminous),39.586111,-79.008333
No 1 Strip,Active,Timothy  Schwinabart; Ted  Schwinabart,G & S Coal Company Inc,Coal (Bituminous),39.508333,-79.008333
Myers' Strip,Abandoned,Buterbaugh Arthur J,A & T Coal Company Inc,Coal (Bituminous),40.6181,-79.0083
Grove #3 Mine,Abandoned,Marmon Group Inc,G M & W Coal Company Inc,Coal (Bituminous),40.1903,-79.0083
Solar #5,Abandoned and Sealed,Gulf + Western Industries Inc,Solar Fuel Company-A Gulf + Western Company,Coal (Bituminous),40.1275,-79.0083
Solar #5a,Abandoned and Sealed,Gulf + Western Industries Inc,Solar Fuel Company-A Gulf + Western Company,Coal (Bituminous),40.1275,-79.0083
Jenners,Abandoned,Robert E  Murray,Consolidation Coal Company,Coal (Bituminous),40.1111,-79.0081
Edward Mine,Abandoned,Adams James Edward,Jaro Mining Company,Coal (Bituminous),40.9692,-79.0058
Solar #9 Mine,Abandoned and Sealed,Gulf + Western Industries Inc,Solar Fuel Company-A Gulf + Western Company,Coal (Bituminous),40.0967,-79.0056
Cobra No 1,Active,Alan D  Clark,Cobra Mining Inc,Coal (Bituminous),39.526111,-79.005
Sawyer,Abandoned,Lingenfelter John F,Lincoal Inc,Coal (Bituminous),40.9747,-79.0039
Cherryhill #5,Abandoned,Kerry L  Mears,Mears Enterprises Inc,Coal (Bituminous),40.6422,-79.0039
Toth Mine,Abandoned,Turner William C,Bill Turner Enterprises Inc,Coal (Bituminous),40.9708,-79.0028
#1 Strip,Abandoned,Marmon Group Inc,Penn Pocahontas Coal Company,Coal (Bituminous),39.8578,-79.0025
Penn Pocahontas Refuse Pile,Abandoned,Yonish Alex,Merlo/Yonish Inc,Coal (Bituminous),39.8578,-79.0025
Country Side ,Intermittent,Dan  Gernatt Jr,Country Side Sand & Gravel Inc,Construction Sand and Gravel,42.368888,-79.002222
Gp - Mill Creek Mine,Abandoned and Sealed,Polenik Jeffrey,J & P Fuel Company,Coal (Bituminous),41.1736,-79.0017
No 1 Strip,Abandoned,Ayers John,Ayers Coal Company,Coal (Bituminous),39.5219,-79.0017
Merry Oaks Mine,Active,Roeben Company,Triangle Brick Company,Common Clays NEC,35.641111,-79.000555
Beth #1,Abandoned and Sealed,Stephen N  Peles,Beth Mining Company,Coal (Bituminous),40.833333,-79
Clymer Prep Plant,Active,"Alpha Natural Resources, Inc.",AMFIRE Mining Company LLC,Coal (Bituminous),40.833333,-79
Rochester No 1 Strip Mine,Abandoned,Joseph A  Owens,Sky Haven Coal Inc,Coal (Bituminous),40.8208,-79
Challenger Yard,Active,Ardmore Fuels Inc; Green Valley Coal Inc,Millcreek Processing,Coal (Bituminous),40.416666,-79
Harmon Strips #2,Abandoned,Harmon Kenneth C,Harmon Mining Company,Coal (Bituminous),40.0222,-79
Commonwealth No. 2,Temporarily Idled,Jody L  Ritchie,"Beechwood Coal, LLC",Coal (Bituminous),39.580555,-79
Irish Ridge West,Abandoned,Terry  Hovatter,Double H Mining Company Inc,Coal (Lignite),39,-79
Penn Run Mine,Abandoned and Sealed,Kerry L  Mears,Mears Enterprises Inc,Coal (Bituminous),40.627777,-78.999444
Spoerlin Strip,Abandoned,Barbara M  Bearer,Howard Neal Coal Corp,Coal (Bituminous),39.9928,-78.9986
ADDCAR Systems 20 HWM Serial No. 23020,Temporarily Idled,UGM Holdings Pty.Ltd.,ICG ADDCAR Systems LLC,Coal (Bituminous),40.015,-78.997778
No 1 Strip,Abandoned,Merlow Charles,Coal Processing Service Inc,Coal (Bituminous),40.4125,-78.9972
Kimberly Run,Active,Severstal Resources,"RoxCoal, Inc.",Coal (Bituminous),39.996111,-78.996944
Delta #8,Abandoned,Delta Industries Inc,Delta Coal Sales Inc,Coal (Bituminous),40.4167,-78.9958
Boltz Yard,Abandoned,Ardmore Fuels Inc; Green Valley Coal Inc,Millcreek Processing,Coal (Bituminous),40.4167,-78.9958
Ross-Eldora Strip,Abandoned,Walters Harold,Summit Mines Inc,Coal (Bituminous),40.0306,-78.995
Hestertown Pit,Active,Barnhill Contracting Company,Barnhill Contracting Company,"Sand, Common",34.595278,-78.994722
Cherry Tree #1,Abandoned,Donald  Miller; Dennis E  Bence,Twin Brook Coal Company,Coal (Bituminous),40.97,-78.9944
Rodmill Strip,Abandoned,Ralph W  Neal,P & N Coal Company Inc,Coal (Bituminous),40.8028,-78.9944
Gillhouser Run Mine,Active,"Alpha Natural Resources, Inc.",AMFIRE Mining Company LLC,Coal (Bituminous),40.548056,-78.994167
Southeastern Minerals,Intermittent,James  Musselwhite,Southeastern Concrete,Construction Sand and Gravel,34.617777,-78.994166
Twin Brook #3,Active,Donald  Miller; Dennis E  Bence,Twin Brook Coal Inc.,Coal (Bituminous),40.713333,-78.993611
Berkey Strip,Abandoned,Lampl Sanford,L & L Mining Inc,Coal (Bituminous),40.0361,-78.9931
Heritage Strips,Abandoned,Angela  Svonavec,Heritage Coal & Natural Resources LLC,Coal (Bituminous),39.605277,-78.9925
Yoder Job,Abandoned and Sealed,Bennett William R Jr & Wayne D,B & W Coal Company,Coal (Bituminous),40.2,-78.9917
