CURRENT_MINE_NAME,CURRENT_MINE_STATUS,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,PRIMARY_SIC,latitude,longitude
STANGLEVILLE PIT,Intermittent,Steven M  Kropp; Randall P  Kropp,Kropp Trucking Inc,Construction Sand and Gravel,43.784444,-88.787777
GRIMM PIT,Intermittent,Victor F  Grimm,Victor Grimm Trucking,Construction Sand and Gravel,43.784444,-88.787777
"CRIVITZ GRAVEL, INC.",Temporarily Idled,John P  Bartkowski III,Crivitz Gravel Inc,Construction Sand and Gravel,43.784444,-88.787777
PORTABLE UNIT NO. 2,Intermittent,Mark  Rosenbaum,Rosenbaum Crushing & Excavating,Construction Sand and Gravel,43.784444,-88.787777
KNITT PIT,Abandoned,Kurt  French,Knitt Sand & Gravel Inc,Construction Sand and Gravel,43.784444,-88.787777
TERRY PHILLIPS,Temporarily Idled,Terry  Phillips,Terry Phillips Trucking,Construction Sand and Gravel,43.784444,-88.787777
PORTABLE PLANT #2,Intermittent,Shirley  Washkovick,"R & R Wash Materials, Inc.",Construction Sand and Gravel,43.784444,-88.787777
Crushing Plant #01,Intermittent,Kody C  DuChateau,KCG Excavating Inc,Construction Sand and Gravel,43.784444,-88.787777
PORTABLE CRUSHING PLANT,Active,John  Carew,Carew Concrete & Supply Company Inc,"Crushed, Broken Limestone NEC",43.784444,-88.787777
SPRING LANE PIT,Temporarily Idled,Angelo  Luppino,Angelo Luppino Inc,Construction Sand and Gravel,43.784444,-88.787777
MARCHANT MATERIALS,Abandoned,Brent  Marchant,Marchant Excavating,Construction Sand and Gravel,43.784444,-88.787777
Crusher No. 1,Abandoned,Arlen  Ostreng,Central Contracting & Materials Inc,Construction Sand and Gravel,43.784444,-88.787777
AGGRECON LTD.,Intermittent,D Tod  Pauly,"Aggrecon, Ltd.",Construction Sand and Gravel,43.784444,-88.787777
WASH PLANT,Intermittent,Mel  Flannery,Mel Flannery Trucking,Construction Sand and Gravel,43.784444,-88.787777
Phillips Wash Plant,Intermittent,Kent  Pitlik; Brian  Pitlik,"Pitlik & Wick, Inc.",Construction Sand and Gravel,43.784444,-88.787777
GENERATOR 225 KW,Intermittent,Jack J Peters,Peters Concrete Company,Construction Sand and Gravel,43.784444,-88.787777
GENERATOR 750 KW,Active,Jack J Peters,Peters Concrete Company,"Crushed, Broken Limestone NEC",43.784444,-88.787777
GENERATOR 350 KVA,Intermittent,Jack J Peters,Peters Concrete Company,"Crushed, Broken Limestone NEC",43.784444,-88.787777
POWER SCREEN,Abandoned,Larry  Pravechek; Randy  Reckleberg,P & R Material,Construction Sand and Gravel,43.784444,-88.787777
Wash Plant Haas #3,Intermittent,Steven  Haas,Haas Sons Inc,Construction Sand and Gravel,43.784444,-88.787777
DAHLKE PIT,Intermittent,Donald  Theys; Daniel  Theys,"Theys Trucking & Excavating, Inc.",Construction Sand and Gravel,43.784444,-88.787777
"CASCO SAND & GRAVEL CO., LLC",Abandoned,John (Jack)  Treml,"Casco Sand & Gravel Co., LLC",Construction Sand and Gravel,43.784444,-88.787777
Home Run Quarry,Intermittent,Mike  Germano,"Trusty Trucking, Inc.",Construction Sand and Gravel,43.784444,-88.787777
Earth Inc,Intermittent,Dan  De Boer,Earth Inc,"Crushed, Broken Granite",43.784444,-88.787777
SCREEN PLANT,Abandoned,David  Harter,Harter Trucking Inc,Construction Sand and Gravel,43.784444,-88.787777
Nordburg HP400,Active,James  Ecker,J & E Construction Company Inc,"Crushed, Broken Limestone NEC",43.784444,-88.787777
WASH PLANT,Temporarily Idled,John J  Schoone,John J Schoone Construction Inc,Construction Sand and Gravel,43.784444,-88.787777
EXTEC 5000 S,Intermittent,John J  Schoone,"John J Schoone Construction, Inc.",Construction Sand and Gravel,43.784444,-88.787777
Wedron Plant,Active,Fairmount Santrol,Wedron Silica Company,"Sand, Industrial NEC",41.436944,-88.774444
Cordray Brothers Inc,Abandoned,James F  Cordray; Patrick R  Cordray,Cordray Brothers Inc,Construction Sand and Gravel,42.262222,-88.769166
Corinth (Strip),Abandoned,Chamness Margaret,E & B Coal Company,Coal (Bituminous),37.833333,-88.766667
FML Sand - Readfield ,Active,Fairmount Santrol,FML Sand - Readfield,Construction Sand and Gravel,44.286865,-88.765518
MC#1 Mine,Active,Coalfield Transport Inc,M-Class Mining LLC,Coal (Bituminous),38.026944,-88.762222
Shale Quarry II,Intermittent,Richard F  Hatzer,"Valley View Industries, Inc.","Crushed, Broken Limestone NEC",40.989291,-88.761666
Sugar Camp 1,New Mine,Chris  Cline,"Sugar Camp Energy, LLC",,37.995971,-88.7615
Liberty Mine,Active,NACCO Industries Inc,Liberty Fuels Company LLC,Coal (Lignite),32.638611,-88.756944
Washer Pit,Abandoned,Pitts W C Construction Company Inc,"W C Pitts Construction Co., Inc.","Sand, Common",31.739722,-88.755
WASHING PLANT,Intermittent,Lawrence J  Sperberg,"L J Sperberg Construction, Inc.",Construction Sand and Gravel,44.847395,-88.750105
S & O PIT,Temporarily Idled,Lawrence J  Sperberg,L J Sperberg Construction Inc,Construction Sand and Gravel,44.8475,-88.75
Craigs Pit,Abandoned,Fred J  Albright,Fred Albright Trucking,"Sand, Common",44.039444,-88.744166
Scott Callen Sand & Gravel,Abandoned,Scott  Callen,Callen Enterprises Inc,Construction Sand and Gravel,32.350833,-88.743333
Brush Creek Quarry ,Active,Shakespeare Oil Company Inc,Iola Quarry Inc,"Crushed, Broken Limestone NEC",39.282692,-88.739777
No 1 Mine,Abandoned and Sealed,Williams Steve,Eastern Dominion Coal Company Inc,Coal (Bituminous),37.0364,-88.7378
No 1,Abandoned and Sealed,Salyers Roger & Jerry Farley,B & D Energy Inc,Coal (Bituminous),37.1964,-88.7236
Winchester East,Intermittent,Timothy L  Zillges,Zillges Materials Inc,Construction Sand and Gravel,44.232442,-88.721078
Thomas Mine,Abandoned,Cooley Fred W,D D Thomas Company,Coal (Bituminous),37.6781,-88.7178
Marion South Mine,Abandoned and Sealed,Timothy L  McCoy,Alabama Land & Mineral Corp,Coal (Bituminous),33.9808,-88.7144
Delta Mine,Abandoned,Rag Aktiengesellschaft,Delta Mine Holding Company,Coal (Bituminous),37.75,-88.7114
Mine No 1,Abandoned and Sealed,United Energies Inc,Harrisburg Coal Company,Coal (Bituminous),37.75,-88.7114
Morris Mine No 7,Abandoned and Sealed,Adams Resources & Energy Inc,Morris Coal Inc,Coal (Bituminous),37.75,-88.7114
Conti #12,Abandoned,Milligan George,Continental Augering Inc,Coal (Bituminous),37.75,-88.7114
Conti Delta #2,Abandoned,Milligan George,Continental Augering Inc,Coal (Bituminous),37.75,-88.7114
Akin Mine,New Mine,Chris  Cline,Akin Energy LLC,Coal (Bituminous),37.991111,-88.710277
SYCAMORE QUARRY,Intermittent,Vulcan Materials Company,"Vulcan Constr. Materials, L.P.","Crushed, Broken Limestone NEC",42.049444,-88.709444
Livingston Stone Company Inc,Active,Daniel S  Moran,Livingston Stone Company Inc,"Crushed, Broken Limestone NEC",40.858611,-88.703611
Blackwell Sand & Gravel,Intermittent,Christopher E  McDonald; Prentis M  McDonald,Blackwell Sand & Gravel LLC,Construction Sand and Gravel,32.364444,-88.703611
Rowe Quarry,Intermittent,Richard F  Hatzer,"Valley View Industries, Inc.","Crushed, Broken Limestone NEC",40.936111,-88.701111
WFI,NonProducing,Darrell  Dorsey,WFI,Coal (Bituminous),37.791667,-88.7
Mine No 6,Abandoned,Charles  Wheatley,Sahara Coal Company Inc,Coal (Bituminous),37.7,-88.7
Mine No 20,Abandoned and Sealed,Charles  Wheatley,Sahara Coal Company Inc,Coal (Bituminous),37.7,-88.7
Mine No 22,Abandoned and Sealed,Charles  Wheatley,Sahara Coal Company Inc,Coal (Bituminous),37.7,-88.7
Pitco Mine #1,Abandoned,Angelly Larry,Pitco,Coal (Bituminous),37.7,-88.7
Kellyco Inc Portable,Intermittent,Scot  Kelly,Kellyco Inc,Construction Sand and Gravel,41.471944,-88.6875
Sheridan Plant,Active,Lafarge S A,"Lafarge Aggregates Illinois, Inc",Construction Sand and Gravel,41.543611,-88.683889
Plant,Abandoned,Charles  Wheatley,Sahara Coal Company Inc,Coal (Bituminous),37.7,-88.683333
Tony's Wabeno Redi-Mix,Temporarily Idled,Tony F  Smith,Tony's Wabeno Redi-Mix,Construction Sand and Gravel,45.426388,-88.673333
Mine No 21,Abandoned and Sealed,Charles  Wheatley,Sahara Coal Company Inc,Coal (Bituminous),37.7333,-88.6672
Mine No 7,Abandoned and Sealed,Charles  Wheatley,Sahara Coal Company Inc,Coal (Bituminous),37.7361,-88.6581
Harco,Abandoned and Sealed,Cyprus Amax Minerals Company,Amax Coal Company,Coal (Bituminous),37.783333,-88.65
Collins and Rich Pits,Intermittent,Boral Limited,Boral Bricks Inc,Common Clays NEC,36.210556,-88.649444
Mid-South Construction Company Inc,Active,J Lee  Powell,Mid-South Construction Company Inc,Construction Sand and Gravel,36.81795,-88.648836
De Kalb Quarry,Active,Vulcan Materials Company,"Vulcan Construction Materials, L.P.","Crushed, Broken Limestone NEC",41.95,-88.648056
Hickory Clay Mill,Active,J Lee  Powell,Old Hickory Clay Company,"Clay, Ceramic, Refractory Mnls.",36.805679,-88.645608
PC-5,Intermittent,Kurt  Bechthold,Payne & Dolan Inc,Construction Sand and Gravel,46.092732,-88.642354
Davis Enterprises,Abandoned,Darrell  Davis,Davis Enterprises,Coal (Bituminous),37.7889,-88.6403
New Future Mine,Active,Robert E  Murray,The American Coal Company,Coal (Bituminous),37.836389,-88.639444
Screen Machine II,Abandoned,Larry A  Harris,Harris Contracting,Construction Sand and Gravel,47.069444,-88.637777
Weakley County Operations,Active,Joseph L  Powell,Gleason Clay Company LLC,Common Clays NEC,36.2325,-88.633611
Yard 88 - Pontiac,Active,VOTORANTIM CIMENTOS,"VCNA Prairie, Inc","Crushed, Broken Limestone NEC",40.800555,-88.633055
Galatia Mine Mellennium Portal,Abandoned,Robert E  Murray,American Coal Company,Coal (Bituminous),37.8344,-88.6283
Alliance WOR Processing,Active,Alliance Resource Partners LP,Alliance WOR Processing,Coal (Bituminous),38.17,-88.622222
Gleason Mills & Mines,Active,Lhoist Group,H.C. Spinks Clay Co.,Common Clays NEC,36.198387,-88.617105
Will Scarlet,Abandoned,Hanson PLC,Peabody Coal Company,Coal (Bituminous),37.666667,-88.616667
Meyer Material Company-Marengo Pit #39,Intermittent,Aggregate Industries PLC,Meyer Material Company,Construction Sand and Gravel,42.196111,-88.616389
CRUSHING PLANT #1,Intermittent,Thomas R  Thornton,Superior Sand & Gravel Inc,Construction Sand and Gravel,47.127611,-88.612947
"Consolidated Materials, Inc.",Intermittent,Donald J  Mueller,"Consolidated Materials, Inc.",Construction Sand and Gravel,42.238611,-88.610556
Yard 90-Marengo,Intermittent,VOTORANTIM CIMENTOS,"VCNA Prairie, Inc",Construction Sand and Gravel,42.238611,-88.610555
LIME KILN QUARRY,Intermittent,Shawano County-WI,Shawano County Highway Department,"Crushed, Broken Limestone NEC",44.782222,-88.608888
White Oak Mine No. 1,Active,Medlock C J Family Ltd Ptnrship; Christopher M  James,White Oak Resources LLC,Coal (Bituminous),38.171111,-88.601667
McGuire Pit,Abandoned,Curran Contracting Company,"McGuire Aggregates, Inc.",Construction Sand and Gravel,42.404722,-88.601111
Valley View Quarry,Intermittent,Estate of Jeff A Moyle,Thomas J Moyle Jr Inc.,Construction Sand and Gravel,47.095545,-88.595607
Valley View Quarry,Intermittent,Estate of Jeff A Moyle,Thomas J Moyle Jr Inc,Construction Sand and Gravel,47.095555,-88.595555
Gleason Clay Mill,Active,J Lee  Powell,Old Hickory Clay Company,Common Clays NEC,36.199722,-88.594166
Gleason Mills and Mines  ,Active,Imerys S A,Kentucky-Tennessee Clay Company,Common Clays NEC,36.199722,-88.594166
Valley View - Ifft Quarry,Active,Richard F  Hatzer,"Valley View Industries, Inc.","Crushed, Broken Limestone NEC",40.786666,-88.582222
SUPERIOR WASH PLANT,Intermittent,Thomas R  Thornton,Superior Sand & Gravel Inc,Construction Sand and Gravel,47.126871,-88.580956
McDowell Quarry II,Active,Richard F  Hatzer,"Valley View Industries, Inc.","Crushed, Broken Limestone NEC",40.786805,-88.576784
Aberdeen Mine ,Active,S & B Industrial Minerals S A; S & B Industrial Minerals S A,S & B Industrial Minerals N A Inc,Bentonite,33.768055,-88.574444
OAKFIELD QUARRY,Active,Bruce  Rademann,Oakfield Stone Company Inc,Dimension Limestone,43.646666,-88.571666
OAKFIELD,Active,Timothy A  Buechel,Buechel Stone Corp,Dimension Stone NEC,43.646666,-88.571666
The American Coal Company New Era Mine,Active,Robert E  Murray,The American Coal Company,Coal (Bituminous),37.816667,-88.566667
Tek-Bar No 1,Abandoned,Daniel W  Bailey; Thomas W  Franks,Tek-Bar Industries Inc,Coal (Bituminous),37.7,-88.566667
Fairbury Quarry,Active,Richard F  Hatzer,"Valley View Industries, Inc.","Crushed, Broken Limestone NEC",40.746861,-88.564295
Oshkosh Quarry,Abandoned,Vulcan Materials Company,"Vulcan Construction Materials, L.P.","Crushed, Broken Limestone NEC",44.006389,-88.5625
Melms Gravel,Intermittent,David  Welch,"Welch Bros., Inc",Construction Sand and Gravel,42.131666,-88.561666
Lee Lime Plant,Intermittent,Harold  Lee Sr,Harold Lee & Sons Lime Company Inc,"Crushed, Broken Limestone NEC",33.114444,-88.546666
Oakfield Quarry ,Active,David  Wirtz,Eden Stone Company Inc,Dimension Limestone,43.686111,-88.546388
Crusher #5,Abandoned,David  Mann,"Mann Bros., Inc.",Construction Sand and Gravel,42.691666,-88.541666
OCI Enterprises Bay Pit,Abandoned,Dean  Odling,Odling Construction,Construction Sand and Gravel,42.613888,-88.540833
Eagle River Coal LLC Mine No 1,Active,American Patriot Mining LLC,Eagle River Coal LLC,Coal (Bituminous),37.738333,-88.540555
"MAYVILLE LIMESTONE, INC.",Active,Anthony J  Smith,Mayville Limestone Inc,"Crushed, Broken Limestone NEC",43.532141,-88.537196
Mississippi Gravel Sales LLC,Active,Chris C Todd; Elmer J Todd,Mississippi Gravel Sales LLC,Construction Sand and Gravel,34.002606,-88.534528
A And G No 1,Abandoned,Angelly Larry & Roger--L Dean Goolsby,A & G Coal Company,Coal (Bituminous),37.666667,-88.533333
Fowlkes Mine,Active,BASF AG,BASF Corporation,Bentonite,33.738888,-88.532777
Halquist Stone Company-Fond duLac Quarry,Active,Tom  Halquist; Bill  Halquist,Halquist Stone Company Inc,"Crushed, Broken Limestone NEC",43.5875,-88.531388
Shop,Abandoned,Charles  Wheatley,Sahara Coal Company Inc,Coal (Bituminous),37.7386,-88.5303
Waterway ,Abandoned,Harold  Holloway,HPH Company LLC,Construction Sand and Gravel,33.953611,-88.518333
PC-3,Intermittent,Kurt  Bechthold,Northeast Asphalt Inc,"Crushed, Broken Limestone NEC",44.280552,-88.51754
PW-2,Intermittent,Kurt  Bechthold,Northeast Asphalt Inc,"Crushed, Broken Limestone NEC",44.280552,-88.51754
PW-3,Intermittent,Kurt  Bechthold,Northeast Asphalt Inc,Construction Sand and Gravel,44.280552,-88.51754
Dredge IV,Active,"HMT Holdings, Inc.","Hunter Sand & Gravel, LLC.",Construction Sand and Gravel,37.049722,-88.517222
Dredge V,Intermittent,"HMT Holdings, Inc.","Hunter Sand & Gravel, LLC.",Construction Sand and Gravel,37.049722,-88.517222
Kaneville Plant,Intermittent,Charles  Hammersmith Jr,Elmhurst-Chicago Stone,Construction Sand and Gravel,41.836666,-88.516666
Russell Minerals W Frankfort Inc,Abandoned,Russell Alexander Plc,Russell Minerals West Frankfort Inc,Coal (Bituminous),37.5036,-88.515
Phoenix Mine No 1,Abandoned,Brown John T,Phoenix Mining Company Inc,Coal (Bituminous),37.513611,-88.5125
Clay County Pit,Active,Allen  Puckett III,Columbus Brick Company,Common Clays NEC,33.578056,-88.508056
Stone & Boulder,Intermittent,Mike I Boney; Kevin R  Boney,Stone & Boulder,Construction Sand and Gravel,45.431103,-88.507696
Corinth Coal Mine No 1,Abandoned,Jordan Ward,Corinth Coal Company Inc,Coal (Bituminous),37.5053,-88.5044
CRUSHING UNIT #4,Abandoned,Thomas R  Amon,B R Amon & Sons Inc,"Crushed, Broken Limestone NEC",42.691666,-88.501666
CRUSHING UNIT #7,Abandoned,Thomas R  Amon,B R Amon & Sons Inc,Construction Sand and Gravel,42.691666,-88.501666
PORTABLE WASH PLANT #2,Abandoned,Thomas R  Amon,B R Amon & Sons Inc,Construction Sand and Gravel,42.691666,-88.501666
CRUSHING UNIT #9,Abandoned,Thomas R  Amon,B R Amon & Sons Inc,Construction Sand and Gravel,42.691666,-88.501666
Floating Plant Armstrong,Active,W Scott  McGeorge,Pine Bluff Materials LLC,Construction Sand and Gravel,37.053333,-88.500277
Dredge Pine Bluff,Active,W Scott  McGeorge,Pine Bluff Materials LLC,Construction Sand and Gravel,37.053395,-88.500145
Dousman Pit,Intermittent,Kurt  Bechthold,"Payne & Dolan, Inc.",Construction Sand and Gravel,43.111667,-88.499167
Plant #14,Intermittent,Michels Corporation,Michels Corporation ,"Crushed, Broken Limestone NEC",43.616389,-88.495
MICHELS STONE,Active,Michels Corporation,MICHELS CORPORATION,Dimension Limestone,43.616388,-88.495
Plant #12,Intermittent,Michels Corporation,Michels Corporation ,"Crushed, Broken Limestone NEC",43.616388,-88.495
Plant #9,Intermittent,Michels Corporation,Michels Corporation ,"Crushed, Broken Limestone NEC",43.616388,-88.495
Lime Dryer ,Abandoned,Michels Corporation,Michels Corporation ,"Crushed, Broken Limestone NEC",43.616388,-88.495
PLANT #18,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616388,-88.495
Plant #3,Intermittent,Michels Corporation,Michels Corporation ,Construction Sand and Gravel,43.616267,-88.494978
Plant #1,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
PLANT #2,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
PLANT #4,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
Plant #5,Intermittent,Michels Corporation,Michels Corporation ,"Crushed, Broken Limestone NEC",43.616267,-88.494978
PLANT #6,Intermittent,Michels Corporation,MICHELS CORPORATION,"Crushed, Broken Limestone NEC",43.616267,-88.494978
PLANT #7,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
PLANT #8,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
Plant #10,Intermittent,Michels Corporation,Michels Corporation ,"Crushed, Broken Limestone NEC",43.616267,-88.494978
PLANT #11,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
PLANT #13,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
Plant #15,Intermittent,Michels Corporation,Michels Corporation,"Crushed, Broken Limestone NEC",43.616267,-88.494978
PLANT #16,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
Plant #17,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
PLANT #19,Intermittent,Michels Corporation,MICHELS CORPORATION,Construction Sand and Gravel,43.616267,-88.494978
Gavers Pit & Mill,Intermittent,Donald R  Gavers,Gavers Asphalt Paving & Excavating,Construction Sand and Gravel,42.307777,-88.493333
Morris Sand & Gravel,Intermittent,Heidelberg Cement AG,Hanson Material Service,Construction Sand and Gravel,41.326944,-88.486944
ROSICLARE QUARRY,Active,Lafarge S A,"Lafarge West, Inc","Crushed, Broken Limestone NEC",37.367222,-88.486388
Wash Plant ,Abandoned,David  Mann,"Mann Bros., Inc.",Construction Sand and Gravel,42.869166,-88.485555
Wheeler Creek,Abandoned and Sealed,Robert E  Murray,Consolidation Coal Company,Coal (Bituminous),38.6667,-88.4806
Floating Plant Silver ,Active,W Scott  McGeorge,Pine Bluff Materials LLC,Construction Sand and Gravel,37.0475,-88.476944
Merryman Aggregates,Abandoned,Tom  Merryman,Merryman Aggregates LLC,Construction Sand and Gravel,42.335,-88.475555
Elburn Sand & Gravel,Active,Lafarge S A,"Lafarge Aggregates of Illinois, Inc.",Construction Sand and Gravel,41.882778,-88.474444
The Sand Pit Inc,Intermittent,Lee M  Bleecker,The Sand Pit Inc,Construction Sand and Gravel,43.014166,-88.4725
No 1 Underground Mine,Abandoned and Sealed,Crabtree William H & Margaret,M & W Coal Company Inc,Coal (Bituminous),35.4803,-88.4711
LAVENDER PIT,Abandoned,John T  Lavender,Lavender Sand & Gravel,Construction Sand and Gravel,33.489166,-88.470277
Fond du Lac Stone Quarry,Intermittent,Tom  Halquist; Bill  Halquist,Halquist Stone Company,Dimension Limestone,43.791848,-88.469448
Buechel Stone Corp - FDL,Active,Timothy A  Buechel,Buechel Stone Corp,Dimension Limestone,43.791944,-88.469444
Big Ridge Mine Prep Plant/Maint Shop,Abandoned,Peabody Energy,Big Ridge Inc,Coal (Bituminous),37.7225,-88.463333
Big Ridge Mine Portal No 2,Abandoned and Sealed,Peabody Energy,Big Ridge Inc,Coal (Bituminous),37.761944,-88.4625
MCNAIRY COUNTY PIT,Intermittent,Cliff  Hunt,"Standard Construction Co., Inc",Construction Sand and Gravel,35.183055,-88.459722
AFB Plant,Intermittent,Harold  Holloway,Holloway Trucking Company Inc,Construction Sand and Gravel,33.987777,-88.459722
Weyerhaeuser/Air Base Plant,Active,Blain Sand & Gravel Inc,Bacco Materials Inc,Construction Sand and Gravel,33.608333,-88.454444
Saxton Mine,Abandoned,Lane Rick,Southern Resource Transfer,Coal (Bituminous),37.7069,-88.45
Preston Dobbs Truck Service & Gravel Sal,Active,G Preston  Dobbs,Preston Dobbs,Construction Sand and Gravel,33.750556,-88.448056
PORTABLE CRUSHER #1,Intermittent,Roland H  Huhtala,"R H Huhtala Aggregates, Inc.",Construction Sand and Gravel,46.701418,-88.443927
PORTABLE WASH PLANT,Intermittent,Roland H  Huhtala,"R H Huhtala Aggregates, Inc.",Construction Sand and Gravel,46.701388,-88.443888
Lisbon Quarry,Active,Vulcan Materials Company,"Vulcan Construction Materials, LP","Crushed, Broken Limestone NEC",41.480556,-88.443611
Kendall Co. Quarry,Active,Lafarge S A,"Lafarge Aggregates Illinois, Inc","Crushed, Broken Limestone NEC",41.480556,-88.443056
Portable Wash Plant #2,Intermittent,John  Carew,"Carew Concrete & Supply, Co., Inc.",Construction Sand and Gravel,44.316967,-88.442203
Sawyer Road Wash Plant,Intermittent,Lowell  Wolf,Wolf Construction Company Inc,Construction Sand and Gravel,43.0385,-88.4402
Hamilton Quarry,Intermittent,Tom  Halquist; Bill  Halquist,Halquist Stone Company Inc,Dimension Limestone,43.699722,-88.44
Rock Road-Bluebell Quarry,Abandoned,Harold E  Gensler; Steven L  Gensler,Badger Highways Co Inc,"Crushed, Broken Limestone NEC",44.216111,-88.432778
Ottawa Sand & Gravel ,Intermittent,Elaine  Kraut,Genesee Aggregate Corp,Construction Sand and Gravel,43.124166,-88.432777
Central Limestone Company Inc,Active,Andrew  Sellett; Barry  Narvick,Central Limestone Company Inc,"Crushed, Broken Limestone NEC",41.369722,-88.429166
AL-14,Abandoned,Thomas G  Comer  Jr,"Bulldog Sand and Gravel, Inc",Construction Sand and Gravel,33.495555,-88.427222
D & S Excavating Co Inc,Abandoned,Naramore Donnie M,D & S Excavating Company Inc,Coal (Bituminous),33.6908,-88.4272
Parker Sand and Gravel LLC,Active,Florence K  Parker,Parker Sand & Gravel LLC,Construction Sand and Gravel,33.665,-88.424444
Ryan Pit,Abandoned,Jeffrey S  Miller; Peter L  Miller,"R.W. Miller & Sons, Inc.",Construction Sand and Gravel,42.537777,-88.423055
Geneva Earthworks LLC,Abandoned,Dennis L  Counihan,Geneva Earthworks LLC,Construction Sand and Gravel,42.537777,-88.423055
Scribner Pit,Active,CRH PLC,Apac Mississippi Inc,Construction Sand and Gravel,33.701388,-88.422777
SRM Materials,Active,Michael F  Ducey,SRM Materials,"Sand, Common",40.175,-88.421944
Mine No 5,Abandoned and Sealed,Wignall Tom Jr & Billie E Williams,Lovilia Coal Company,Coal (Bituminous),37.616667,-88.416667
Arclar Mine,Abandoned and Sealed,Fleschner George,A & F Coal Company Inc,Coal (Bituminous),37.616667,-88.416667
Arclar Mine Preparation Plant,Abandoned,Daniel W  Bailey; Thomas W  Franks,Tek-Bar Industries Inc,Coal (Bituminous),37.616667,-88.416667
Central Prep Plant,Abandoned,Peabody Energy,Black Beauty Coal Company,Coal (Bituminous),37.616666,-88.416666
Mine #1,Intermittent,Nyles  Smith,Smith Stone,Construction Sand and Gravel,35.177083,-88.409162
Webb Pit,Active,Hugh  Gallivan,Mid-America Sand & Gravel,Construction Sand and Gravel,40.178611,-88.405556
Mahomet Gravel Pit,Abandoned,David K  Stark,"Stark Materials Company, Inc.",Construction Sand and Gravel,40.195277,-88.404166
Stantonville Operation,Abandoned,Charles R  Smith,"Tennessee Materials, Corp.",Construction Sand and Gravel,35.146111,-88.400277
Brown Bros Mine No 3,Abandoned,Brown John T,J J Track Mining Company Inc,Coal (Bituminous),37.669444,-88.4
Jader Mine No 5,Abandoned,Robert P  Downen; Edward W  Downen,Jader Fuel Company Inc,Coal (Bituminous),37.65,-88.4
Illinois Fuel Auger,Abandoned,Michael T  McCullough,Midwest Auger Co.,Coal (Bituminous),37.65,-88.4
I-1 Mine,NonProducing,Energy Coal Resources Inc,Illinois Fuel Company LLC,Coal (Bituminous),37.649722,-88.4
Crouch Of Illinois #1,Abandoned,Brown John T,J J Track Mining Company Inc,Coal (Bituminous),37.5019,-88.4
THREE RIVERS QUARRY,Active,Lafarge S A,"Lafarge West, Inc","Crushed, Broken Limestone NEC",37.203055,-88.394722
Lynn Nolen Construction,Intermittent,Lynn  Nolen,Lynn Nolen Construction,Construction Sand and Gravel,30.484444,-88.393611
Willow Lake Central Preparation Plant,Active,Peabody Energy,Big Ridge Inc,Coal (Bituminous),37.765833,-88.390555
I-1 Underground Mine,Abandoned,Energy Coal Resources Inc,Illinois Fuel Company LLC,Coal (Bituminous),37.652777,-88.390555
Lakeside Synfuel Plant,Abandoned,William N  Rich,"Lakeside Synfuel, LLC",Coal (Bituminous),37.768333,-88.39
Wildcat Hills Mine-Underground,Active,Peabody Energy,"Peabody Midwest Mining, LLC",Coal (Bituminous),37.773889,-88.389167
Henry County Mines & Mill,Active,Lhoist Group,H.C. Spinks Clay Co.,Common Clays NEC,36.232289,-88.387981
BLAZEK PIT,Intermittent,Oconto County-WI,Oconto County Highway Department,Construction Sand and Gravel,44.999114,-88.387245
Genesee Pit & Mill,Active,Elaine  Kraut,Genesee Aggregate Corp,Construction Sand and Gravel,42.953333,-88.385555
Morris Sand & Gravel Inc,Active,Kenneth T Sandeno,Morris Sand & Gravel Inc,Construction Sand and Gravel,41.3725,-88.384722
Willow Lake Portal,Abandoned and Sealed,Peabody Energy,Big Ridge Inc,Coal (Bituminous),37.758333,-88.383333
CoalTek Calvert City,Temporarily Idled,CoalTek Incorporated,CoalTek Calvert City LLC,Coal (Bituminous),37.035278,-88.38
Calvert City Terminal LLC,Active,John F  Hunt III,"SCH Terminal Services, LLC",Coal (Bituminous),37.001944,-88.38
Lange Rd. Pit,Intermittent,Steven  Thelen,"Thelen Sand & Gravel, Inc.",Construction Sand and Gravel,42.497272,-88.378332
Eden Stone Co Inc,Active,David  Wirtz,Eden Stone Company Inc,Dimension Limestone,43.703959,-88.373105
PLANT 9,Intermittent,Joseph  Murphy; Brian  Murphy,"MCC, Inc.",Construction Sand and Gravel,44.283611,-88.3725
New London Wash Plant,Intermittent,Joseph  Murphy; Brian  Murphy,"MCC, Inc.",Construction Sand and Gravel,44.283611,-88.3725
